lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
108,1,76.5,7,19,4,7,4,0,0,0
19,1,86.75,12,26,4,1,1,0,1,1
11,1,113.34,9,15,4,3,1,0,3,1
4,0,66.0,2,14,2,1,2,0,0,1
2,2,130.0,2,6,4,2,2,0,3,1
1,0,109.0,7,29,4,1,0,3,0,0
20,0,107.67,3,19,4,1,2,3,0,1
13,0,119.0,9,7,4,1,0,3,0,0
28,0,166.67,11,11,4,2,1,0,3,0
94,1,96.3,4,12,4,2,0,0,0,1
24,0,120.0,6,6,4,2,1,0,0,0
52,2,108.11,5,27,4,2,1,0,3,1
5,0,100.0,5,24,2,2,0,0,0,1
5,1,215.6,10,13,4,2,0,0,6,1
31,0,63.0,3,17,3,5,2,0,0,1
83,1,97.54,7,23,4,1,2,0,1,1
75,0,70.0,3,17,3,3,1,0,0,0
24,0,96.0,11,20,4,0,1,0,0,1
203,0,72.25,8,26,3,2,1,0,0,1
11,1,96.0,11,3,4,1,0,0,0,1
57,1,157.14,6,2,4,2,0,1,3,0
54,1,95.19,1,10,4,2,2,0,3,1
9,0,149.0,4,22,4,2,1,0,0,0
10,2,106.5,8,20,4,3,1,3,0,1
137,0,80.75,6,10,3,2,1,0,1,1
72,0,89.25,9,16,4,2,0,0,0,0
11,1,124.0,9,2,4,2,0,3,0,1
6,0,152.0,4,16,4,1,1,0,3,0
31,2,88.0,11,19,4,1,0,3,0,1
26,0,87.0,3,7,3,4,1,0,0,1
120,0,80.75,6,15,3,3,0,0,0,1
68,1,96.99,5,21,4,3,2,0,3,1
81,0,65.0,3,25,3,2,1,0,0,1
8,0,85.0,10,21,3,3,0,0,0,1
9,0,73.92,3,30,4,1,0,0,0,1
28,2,95.95,10,12,4,1,1,0,0,1
6,0,127.0,3,11,4,2,0,0,0,0
243,0,89.17,9,4,4,6,4,0,0,0
7,2,161.33,10,9,4,2,1,0,3,1
197,2,137.7,8,27,4,3,2,1,3,0
129,0,120.6,7,31,4,3,2,0,3,0
63,1,94.5,7,25,4,3,1,3,0,1
111,1,105.3,7,14,4,2,0,0,0,1
92,0,68.0,7,7,4,4,0,0,0,0
183,1,112.0,8,3,3,4,1,0,0,0
182,0,99.3,8,24,4,3,0,0,0,0
160,0,70.67,12,30,3,3,0,0,0,1
119,0,72.25,8,13,3,6,2,0,0,1
71,2,89.25,10,24,4,1,2,0,0,1
66,1,68.07,12,5,4,4,1,0,0,1
1,0,80.0,1,19,3,3,0,0,0,1
101,0,222.17,10,23,4,5,2,1,5,0
66,1,213.1,10,23,4,2,2,0,6,1
85,0,126.9,6,20,4,2,1,0,0,0
45,0,111.6,10,3,4,3,1,0,3,0
7,1,95.0,11,2,4,3,1,0,0,1
11,1,87.0,11,1,4,1,2,0,0,1
53,2,123.3,9,3,4,1,1,0,3,1
86,1,126.9,6,19,4,1,2,0,0,1
6,1,85.0,3,20,3,0,1,0,0,1
19,0,141.5,9,22,4,3,1,3,0,0
13,3,208.83,7,19,4,3,0,1,0,1
80,0,81.25,3,29,4,4,0,3,0,1
2,0,99.14,8,19,4,5,2,0,0,1
112,0,131.13,12,27,4,3,0,0,3,0
34,0,65.0,10,25,2,1,2,0,0,1
82,0,95.0,9,22,3,3,1,0,0,0
3,2,45.0,5,19,3,1,0,0,0,1
224,0,68.61,12,25,4,5,2,3,0,0
66,2,179.1,11,7,4,3,1,0,0,1
47,2,161.1,7,17,4,3,2,0,3,1
94,0,105.3,7,14,4,3,0,0,0,0
107,1,87.67,6,13,4,3,1,0,0,1
46,0,118.8,10,10,3,1,0,1,3,1
62,0,117.9,6,9,4,3,0,0,0,1
29,0,139.6,5,20,4,2,1,0,3,0
10,0,74.0,12,10,2,1,0,0,0,1
147,1,126.9,9,14,4,5,2,0,0,1
29,2,139.0,10,21,4,2,0,0,0,1
15,0,119.0,9,5,4,0,1,3,0,1
7,1,78.0,11,30,4,2,0,3,0,0
182,0,120.0,10,12,3,1,0,0,0,0
187,0,105.3,7,8,4,2,0,0,3,0
122,0,109.65,6,11,4,2,2,3,0,1
39,0,72.2,2,28,4,2,2,3,0,1
127,3,90.0,11,2,4,4,1,0,0,1
163,0,192.95,12,23,4,2,2,1,5,1
1,0,89.0,4,13,4,1,0,3,0,0
19,1,98.0,10,26,2,1,0,0,0,1
57,0,145.8,6,4,4,1,1,0,3,1
1,2,156.0,8,25,4,2,0,0,5,1
178,0,103.69,8,31,4,2,0,0,1,0
141,2,85.5,8,29,4,2,1,3,0,1
21,0,112.67,2,27,4,1,2,0,3,0
165,1,83.58,7,6,4,4,2,3,0,1
102,0,110.34,12,26,4,3,1,0,1,0
41,1,104.99,8,15,4,2,1,3,0,1
281,0,108.8,10,3,4,3,1,0,3,0
71,2,79.2,11,3,4,1,0,3,0,1
75,3,112.28,11,6,4,2,2,0,3,1
242,0,100.3,9,10,4,2,2,0,0,0
97,0,80.75,5,29,3,3,2,0,0,1
111,2,105.83,7,9,4,2,2,0,0,1
141,1,106.5,8,30,4,3,0,0,0,1
20,1,105.0,9,14,4,2,1,0,0,1
162,0,80.75,8,27,4,2,2,3,0,0
4,0,145.25,6,10,4,4,2,0,3,0
84,0,134.1,8,14,4,2,2,0,0,0
1,2,161.5,3,19,4,2,2,0,3,1
12,1,79.0,2,13,4,1,2,3,0,1
71,1,126.0,5,10,3,3,0,1,0,1
1,2,158.0,8,9,4,1,0,3,0,1
64,2,116.1,4,29,4,2,1,3,0,1
0,2,150.0,10,20,4,1,0,3,0,1
137,0,105.3,5,5,4,3,0,0,0,0
20,1,156.0,5,21,4,1,0,0,3,1
95,0,86.36,6,29,3,5,2,0,0,1
12,1,136.0,4,11,4,2,1,0,3,1
44,0,152.1,9,11,4,1,2,0,0,0
68,0,90.95,4,5,4,4,0,0,0,0
57,1,68.61,6,20,4,2,1,3,0,1
61,0,90.0,11,26,3,1,2,0,0,1
44,0,85.5,9,18,3,2,2,0,0,1
164,0,100.0,10,2,3,2,0,0,0,0
12,0,65.0,8,5,2,3,0,0,0,1
26,1,120.12,5,20,4,2,0,0,3,1
84,0,99.45,3,24,4,3,1,0,3,1
179,1,108.9,10,1,4,1,2,0,0,0
63,1,85.0,11,12,4,3,1,0,0,1
126,1,80.75,6,2,3,3,0,0,0,1
136,0,170.36,5,7,4,5,2,0,5,0
31,0,81.5,2,4,2,2,0,0,0,1
45,1,71.1,3,13,4,1,2,3,0,1
71,2,171.3,4,7,4,3,0,0,5,1
50,0,63.75,3,11,4,2,2,3,0,0
195,1,112.5,8,30,4,2,0,0,0,0
16,0,107.0,10,1,4,2,0,0,0,1
2,0,110.0,4,20,0,2,0,0,3,1
7,0,112.0,5,5,3,3,0,0,0,1
2,0,98.0,3,22,4,2,0,3,0,1
11,0,66.0,1,30,2,1,0,0,0,1
35,0,71.1,3,10,4,1,0,0,0,0
1,1,66.0,2,3,2,1,0,0,0,1
86,1,192.86,10,20,4,3,0,0,6,1
4,0,65.0,11,17,2,3,0,0,0,1
45,2,96.9,12,12,4,3,1,0,3,1
6,0,86.0,2,1,4,0,1,0,0,1
35,0,99.0,9,26,3,0,1,0,0,1
85,1,114.4,3,30,3,3,0,0,0,1
255,0,100.3,9,12,4,5,1,0,0,0
60,1,88.0,11,11,4,1,0,3,0,1
13,0,58.0,12,17,3,3,0,0,0,1
122,1,85.5,6,30,4,1,0,3,0,1
80,0,75.0,12,3,3,1,2,0,0,1
102,0,85.0,9,27,3,1,0,3,0,0
3,0,195.0,9,26,4,0,1,3,4,1
7,2,111.0,2,23,4,4,0,0,0,1
71,0,72.25,7,24,3,1,2,0,0,1
180,1,98.1,10,10,4,0,1,3,0,1
73,0,155.76,3,27,4,2,2,0,5,0
249,0,96.3,10,28,4,2,1,0,0,0
43,1,97.0,11,16,4,1,0,3,0,1
0,1,0.0,12,9,1,1,0,0,0,1
52,0,132.9,7,8,4,2,1,0,0,0
149,1,99.45,7,23,4,4,2,0,0,1
9,2,159.0,8,15,4,2,1,0,0,1
19,1,105.0,9,13,4,3,2,0,0,1
3,0,0.0,10,14,4,0,0,3,0,1
46,1,90.55,10,2,4,2,2,0,3,1
144,1,85.5,6,26,4,0,2,3,0,1
149,1,178.67,12,28,4,4,1,0,6,0
85,0,162.3,8,19,4,2,1,0,3,0
22,0,85.0,6,30,3,1,0,0,0,1
9,0,137.0,8,26,4,2,0,3,0,1
14,1,89.0,4,3,4,0,2,3,0,0
4,0,110.0,9,30,2,2,0,0,0,0
111,2,105.0,5,29,3,3,2,0,0,1
107,1,118.8,9,5,4,3,1,3,0,0
131,0,94.5,8,15,3,1,2,1,0,0
83,1,107.46,4,26,4,5,2,0,0,1
96,1,87.3,4,18,4,2,1,0,0,1
96,0,76.5,9,1,3,7,2,0,0,1
18,1,128.0,6,23,4,1,0,0,3,1
20,1,77.77,4,17,4,1,2,0,0,1
15,0,99.0,9,12,4,0,1,0,0,0
175,0,112.63,8,31,4,4,0,0,0,0
45,0,71.1,3,11,4,2,0,0,0,0
27,1,128.2,9,23,3,1,0,0,0,1
6,1,192.67,3,25,4,2,1,0,3,1
174,2,98.1,10,5,4,4,0,3,0,1
53,0,94.5,9,18,3,0,2,0,0,1
88,1,0.0,12,4,1,2,0,0,0,1
126,0,73.12,7,11,4,2,1,3,0,0
46,0,85.0,3,21,3,3,1,0,0,1
6,0,65.0,8,12,2,1,0,0,0,1
114,1,75.0,6,1,3,3,0,0,0,1
0,0,135.0,12,31,4,1,0,0,0,1
144,1,96.3,6,27,4,2,1,0,0,1
3,0,0.0,6,24,4,0,0,0,3,1
0,0,65.0,9,21,2,1,1,0,0,1
70,0,107.1,7,7,4,1,0,3,0,0
210,2,96.9,8,2,3,6,2,0,0,1
8,1,130.0,2,26,4,2,1,0,3,1
54,0,121.5,4,30,4,1,1,0,0,0
3,1,110.5,12,28,4,4,0,0,0,1
19,1,60.83,3,14,4,2,1,3,0,1
107,0,117.28,11,6,4,2,2,0,3,1
33,0,55.59,1,12,4,4,0,0,0,1
35,1,65.83,10,7,4,2,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,0
2,2,72.25,10,30,3,2,0,0,3,1
36,0,145.8,6,19,4,0,2,0,3,0
6,0,79.0,7,12,2,1,0,0,0,1
161,1,87.13,7,16,4,2,2,3,0,1
16,0,132.33,6,13,4,2,1,0,0,0
152,3,134.3,7,10,4,2,2,0,3,1
5,0,67.0,9,28,2,1,0,0,0,1
68,0,79.56,4,24,3,2,2,0,0,0
100,2,146.7,7,3,4,0,2,0,3,1
17,2,178.0,7,26,4,2,0,0,0,1
83,0,56.1,9,30,3,1,0,1,0,1
256,0,115.0,6,15,4,2,0,1,0,0
4,0,81.0,2,5,4,2,0,3,0,1
96,2,135.72,10,21,4,3,2,0,3,1
1,0,75.0,11,23,3,1,0,0,0,1
16,0,133.6,12,10,4,7,4,0,5,1
6,2,119.0,5,23,4,1,1,3,0,1
58,1,94.5,6,22,4,2,0,0,0,1
126,1,111.35,5,9,4,5,1,0,3,1
0,1,0.0,3,10,1,1,0,3,6,1
70,0,80.75,8,31,3,3,0,0,0,1
102,1,105.0,5,13,3,2,1,0,0,1
0,1,133.0,9,7,4,0,1,0,0,1
20,1,115.0,6,22,4,2,0,0,0,1
117,1,145.8,9,16,4,2,1,0,0,0
104,1,140.4,5,17,4,3,0,0,3,1
6,0,55.0,12,3,3,2,0,0,0,1
29,0,60.0,1,2,3,1,2,0,0,1
184,1,99.45,8,9,4,4,0,0,0,0
6,1,77.57,9,7,4,3,1,0,3,1
41,0,157.28,8,26,4,2,2,0,3,1
13,2,99.0,8,30,4,3,2,0,0,1
7,0,65.0,11,2,2,6,2,0,0,1
74,3,93.6,11,4,4,2,0,0,0,1
45,1,108.0,8,31,4,2,0,3,0,1
31,0,71.1,2,20,4,1,2,3,0,0
4,0,80.0,8,29,3,1,1,0,0,1
24,0,94.93,12,8,4,3,0,0,3,1
14,2,147.0,5,8,4,0,2,0,3,1
42,1,126.0,10,10,4,0,1,0,0,0
165,2,123.3,10,28,4,2,2,0,3,0
48,0,94.5,4,11,4,1,1,3,0,0
24,2,107.0,10,8,4,2,0,0,0,1
0,1,148.0,8,19,4,2,0,3,0,1
39,1,128.99,9,27,4,4,0,0,3,0
31,0,97.71,5,8,4,2,2,0,0,0
0,2,122.0,8,27,4,1,0,0,0,1
31,2,85.5,10,5,4,2,1,0,0,1
14,0,94.35,5,30,4,0,1,0,0,0
69,2,137.7,7,27,4,3,0,0,3,1
46,0,143.1,5,8,4,3,2,0,0,0
268,2,96.3,10,28,4,2,1,0,0,1
31,2,89.4,5,21,4,1,0,3,0,1
65,1,124.0,3,20,3,3,2,0,0,1
28,0,156.0,5,20,4,2,0,0,3,0
34,0,108.0,10,2,4,1,2,3,0,0
96,0,63.75,8,27,3,1,2,3,0,1
9,0,95.0,4,27,2,2,0,0,0,1
7,0,114.0,10,27,2,1,0,0,0,1
130,2,139.5,9,29,4,3,0,0,3,1
150,2,76.5,7,9,4,1,0,0,0,0
7,0,89.0,4,11,4,0,1,3,0,1
6,0,196.0,4,8,4,2,0,0,5,0
80,0,100.0,4,10,3,1,2,1,0,0
133,1,99.45,5,9,4,4,1,0,0,1
23,1,75.0,10,21,3,3,0,0,3,1
185,0,150.4,10,2,3,5,3,1,0,0
120,2,92.87,8,18,4,3,2,0,3,1
15,2,187.0,7,4,4,1,1,0,3,1
220,1,96.3,9,2,4,2,0,0,0,0
36,1,100.95,10,9,4,1,2,0,0,1
97,0,89.25,9,3,4,3,0,0,0,1
109,4,131.8,7,8,4,2,0,0,0,1
59,0,75.0,11,17,3,3,0,0,0,1
0,1,106.25,12,27,4,1,0,1,0,1
82,0,90.95,4,26,3,3,0,0,3,1
63,1,99.0,9,4,4,0,1,3,0,1
55,2,79.2,11,9,4,4,1,0,0,0
44,0,150.3,7,1,4,2,0,0,3,0
89,0,128.85,5,8,4,2,2,0,0,1
162,0,115.0,10,14,4,2,2,0,0,0
31,0,78.3,1,16,4,1,0,0,0,0
46,0,123.3,8,30,4,5,1,0,3,0
10,0,119.0,10,14,3,2,1,0,0,1
4,1,124.0,8,15,4,1,0,0,0,1
22,1,200.75,9,15,4,2,0,0,0,0
1,0,107.0,4,19,3,2,0,0,3,1
118,0,95.7,4,16,4,1,2,0,3,0
30,1,113.4,11,18,4,3,0,0,0,1
30,0,88.4,3,4,4,2,0,0,0,1
11,0,145.0,7,10,4,2,2,0,0,0
138,1,130.5,7,14,4,2,0,0,0,1
6,0,88.2,4,7,2,1,0,0,0,1
52,1,84.8,2,18,4,2,0,0,0,1
91,0,69.64,4,6,4,4,0,0,3,1
2,0,91.0,10,13,3,3,0,1,0,1
0,0,96.0,10,5,3,0,1,0,0,1
159,0,105.3,7,19,4,2,0,0,0,0
0,1,121.5,6,21,4,1,0,0,0,1
3,1,79.0,11,26,2,1,0,0,0,1
81,0,96.3,3,27,4,0,1,0,0,1
139,0,86.92,7,13,4,7,2,0,0,0
45,1,112.5,3,19,4,1,2,0,3,0
215,2,96.3,8,8,4,2,1,0,0,1
41,1,98.55,3,28,3,4,1,0,0,1
74,1,117.73,12,29,4,2,0,0,3,1
256,2,133.11,10,14,4,3,2,0,3,0
26,0,102.72,12,21,4,4,1,1,0,0
30,1,126.9,5,15,4,2,2,0,0,1
4,2,90.5,8,18,4,4,0,0,0,1
23,1,110.5,9,4,3,2,2,0,3,1
47,0,108.0,10,11,4,3,0,3,0,1
16,0,127.5,4,7,4,3,1,0,3,0
103,0,94.5,7,18,4,1,2,1,0,0
122,3,144.9,9,7,4,4,2,0,3,1
46,0,124.46,8,28,4,5,2,0,3,1
251,1,73.35,11,21,4,1,1,3,0,1
0,1,116.1,6,1,4,1,0,3,0,1
25,2,186.5,7,18,4,0,1,0,0,1
96,0,138.0,9,28,3,1,1,1,4,0
150,0,71.0,1,18,3,2,1,0,0,1
184,2,96.3,10,17,4,3,1,0,0,1
161,0,116.1,9,8,3,3,0,0,0,0
35,1,89.1,6,21,4,1,0,3,0,0
0,1,95.0,11,17,4,1,0,3,0,1
12,0,89.0,7,20,4,1,0,3,0,0
36,2,109.0,10,25,4,3,0,3,0,1
0,1,96.27,9,7,4,2,1,0,0,1
12,1,95.48,9,12,4,1,2,0,0,1
109,1,176.25,8,4,4,3,0,1,0,1
5,0,65.0,11,14,2,0,1,0,0,1
108,2,101.58,4,26,4,4,0,0,3,1
30,5,96.3,10,14,4,3,0,0,0,1
238,1,94.07,9,1,4,4,2,0,0,1
13,1,141.0,6,19,4,1,2,0,0,1
110,1,85.87,11,2,4,3,0,3,0,1
58,0,75.0,11,23,3,3,0,0,0,1
1,1,79.0,1,29,4,1,0,3,0,1
192,2,72.75,12,4,4,2,2,3,0,1
23,2,110.0,8,31,4,4,0,3,0,1
0,1,0.0,11,5,4,1,0,0,0,1
4,0,95.0,6,24,3,2,0,0,0,1
75,2,150.3,7,2,4,1,1,0,3,1
1,2,140.0,12,31,4,1,0,3,0,1
104,0,80.75,9,18,3,1,2,0,0,1
23,2,93.82,4,9,4,1,2,3,0,1
8,2,136.0,10,18,4,2,2,0,3,1
15,1,130.0,8,28,4,0,2,0,0,1
51,0,60.0,11,12,3,3,2,0,3,1
300,3,67.5,12,22,4,2,0,3,0,1
224,1,114.9,9,4,4,4,2,0,0,0
170,1,99.45,8,15,4,3,1,0,0,0
62,0,65.66,2,18,4,3,2,0,1,0
159,0,143.7,8,5,4,2,1,0,0,0
65,1,119.85,5,9,4,3,1,0,0,1
47,0,65.0,12,16,2,1,0,0,0,1
69,1,162.3,8,27,4,1,2,0,3,0
26,0,118.5,10,26,4,1,0,0,0,0
91,1,109.8,7,10,4,2,2,0,0,1
8,2,126.0,9,20,4,1,2,0,0,1
8,1,110.46,6,30,4,3,0,0,0,1
54,0,125.1,8,26,4,1,0,3,0,0
28,0,213.63,5,17,4,3,0,0,5,0
184,1,164.25,8,17,4,1,0,1,0,0
27,1,171.44,12,7,4,4,0,0,3,1
5,1,139.0,7,14,4,3,1,3,0,1
152,0,72.25,8,1,3,2,1,0,0,1
0,1,129.0,6,17,4,1,0,3,0,1
103,3,130.5,7,9,4,1,2,0,0,1
47,1,68.07,11,21,4,4,1,0,0,1
12,1,117.04,10,1,4,2,0,3,0,1
191,1,96.3,10,20,4,2,0,0,0,0
28,2,94.5,10,5,4,0,1,0,0,1
276,0,61.0,5,13,4,3,2,0,0,0
26,2,177.0,6,16,4,3,0,0,3,1
19,0,85.0,3,9,4,3,0,3,0,0
16,1,130.9,12,18,4,3,2,0,3,1
13,1,90.95,11,8,4,5,2,0,0,1
160,1,85.0,11,20,4,3,2,0,0,0
36,2,149.4,8,19,4,3,2,0,3,1
28,1,147.25,4,11,4,3,1,1,0,1
36,0,102.0,12,26,4,3,1,0,0,0
123,1,112.24,7,31,4,5,4,0,3,1
227,0,77.35,10,29,4,3,2,3,0,0
7,2,136.0,9,21,4,2,1,0,3,1
9,0,78.0,12,16,4,2,1,3,0,1
1,0,141.0,5,11,3,1,0,0,0,1
89,1,65.13,4,8,4,2,2,0,0,1
43,1,186.4,3,24,4,3,1,0,5,1
4,2,97.0,12,13,4,1,0,0,0,1
198,0,72.25,8,25,3,3,2,0,0,1
70,1,85.0,7,11,3,5,1,0,0,1
226,1,105.0,12,30,4,2,1,0,3,0
161,0,59.5,10,31,3,3,1,3,0,1
158,0,80.75,9,17,3,1,2,0,0,1
12,3,131.5,8,14,4,2,2,3,0,1
56,0,130.05,4,23,4,2,2,0,0,0
2,2,97.0,12,18,4,2,0,0,3,1
4,1,139.0,7,8,4,2,1,3,0,1
48,1,105.9,10,1,4,3,0,0,0,1
160,1,141.18,7,31,4,2,2,0,3,0
206,2,177.3,8,2,4,3,0,0,5,0
216,0,137.0,11,22,2,1,0,0,0,0
117,1,105.3,5,5,4,3,0,0,0,1
276,0,116.33,9,22,4,3,0,0,0,0
276,0,116.33,9,22,3,3,0,0,0,0
65,0,72.25,10,8,3,3,0,0,0,1
7,0,125.0,10,6,3,1,0,0,0,1
72,0,135.9,8,16,4,3,0,0,0,0
113,1,108.0,10,13,4,1,0,3,0,0
53,2,66.53,9,2,4,5,2,3,0,1
271,0,78.3,12,3,3,1,2,0,0,1
157,0,106.0,8,1,2,2,1,0,4,0
2,1,81.62,4,1,4,1,0,0,0,1
17,1,67.76,11,14,4,2,1,0,0,1
34,0,80.0,12,1,2,3,0,0,0,1
30,1,140.4,4,29,4,2,2,0,3,1
3,1,133.0,10,19,4,2,1,3,0,1
10,0,215.0,5,13,4,3,2,0,5,0
115,0,109.65,5,11,4,4,0,0,0,0
47,0,120.0,9,13,3,3,0,0,3,1
59,0,137.7,7,25,4,2,1,0,3,0
5,1,139.0,8,27,4,1,0,3,0,0
23,0,142.0,10,2,4,2,1,0,3,1
8,0,154.33,7,15,4,2,1,0,0,1
51,0,90.9,3,29,4,1,0,0,0,0
19,0,69.0,12,5,4,3,2,0,0,1
235,1,103.06,9,13,4,4,0,0,0,0
64,1,116.1,4,29,4,2,1,3,0,1
151,1,100.5,8,5,4,2,1,3,0,0
69,2,93.6,12,24,4,1,2,0,0,1
204,0,100.0,5,5,3,3,0,0,0,0
5,0,84.8,12,28,4,1,0,0,0,1
63,1,99.79,4,24,4,3,2,0,0,1
35,0,110.16,9,5,4,3,1,0,0,1
1,1,77.25,12,19,4,1,0,0,1,1
8,0,159.5,8,13,4,1,1,0,0,1
253,1,198.9,10,8,4,1,0,0,5,0
38,0,92.86,8,21,4,0,2,3,0,0
122,0,68.0,12,8,4,3,0,0,0,1
1,1,226.17,10,2,4,2,1,0,5,1
1,0,110.0,9,2,0,5,2,0,0,1
151,1,99.3,8,19,4,3,2,0,1,0
9,2,122.33,9,3,4,4,2,0,0,1
47,1,168.3,9,11,4,1,2,0,3,1
32,1,70.0,12,27,3,5,1,0,0,1
81,1,103.7,4,25,4,3,1,0,3,1
26,1,103.76,10,3,4,3,1,3,0,1
34,1,68.7,2,25,4,3,0,3,0,0
125,0,90.0,12,2,4,1,0,0,0,1
10,1,174.0,4,25,4,4,1,1,0,0
5,0,135.0,10,19,4,3,1,0,0,1
47,1,70.12,6,19,4,2,2,3,0,1
26,1,118.0,3,7,3,3,1,0,0,1
55,1,116.1,5,9,4,2,1,3,0,0
93,1,112.5,8,13,4,1,0,0,0,1
68,0,0.0,9,29,4,2,0,1,0,1
3,3,0.0,6,27,1,0,1,0,0,1
62,0,67.0,10,23,2,0,1,0,0,1
17,0,105.0,9,1,4,3,0,0,0,1
113,0,38.67,3,20,3,1,2,0,0,1
1,0,95.0,4,12,0,6,2,0,0,0
1,0,66.0,1,5,2,2,0,0,0,1
38,0,177.3,4,21,4,3,1,0,5,0
100,1,72.25,4,18,4,3,1,3,0,1
4,1,65.0,10,12,2,0,1,0,0,1
22,1,102.41,9,15,4,2,0,3,0,1
9,0,99.0,9,29,2,2,0,0,3,1
154,1,120.7,7,7,4,3,2,0,3,0
20,0,65.0,10,11,2,1,2,0,0,1
120,1,89.25,5,2,4,3,1,3,0,0
38,0,104.4,3,19,4,1,2,0,3,1
30,0,0.0,9,24,4,0,0,1,0,1
104,0,61.43,2,29,4,5,1,0,0,0
4,1,151.0,7,6,4,3,0,0,0,1
160,1,107.61,5,23,4,4,1,0,0,0
141,1,107.95,7,6,4,4,1,0,0,1
39,1,77.5,3,4,4,2,0,0,0,1
44,1,83.39,11,18,4,2,0,0,3,1
0,0,80.0,11,26,3,1,0,0,0,1
134,1,119.85,6,9,4,5,2,0,0,0
2,1,96.0,12,18,4,0,2,0,0,1
90,0,74.95,3,6,4,3,2,0,0,1
54,1,88.2,11,12,4,1,2,3,0,0
1,0,75.0,11,3,3,1,0,0,0,1
0,0,75.0,12,15,2,1,0,0,0,1
65,2,118.8,10,17,4,3,1,0,0,1
52,0,139.5,10,10,4,9,3,0,3,0
21,2,105.0,9,5,4,1,1,0,0,1
9,0,139.0,9,19,4,1,1,3,0,1
12,1,64.0,12,5,3,1,2,0,0,1
163,1,118.8,7,22,4,2,0,0,3,0
62,2,135.9,8,10,4,2,0,0,0,1
2,2,122.0,8,17,4,3,1,0,0,1
8,2,176.0,4,21,4,3,0,0,3,1
9,2,130.0,2,6,4,1,2,0,3,1
4,2,194.33,3,27,4,1,2,0,5,1
88,0,75.0,12,18,3,1,2,0,0,1
16,1,129.0,10,5,3,1,0,0,0,1
21,0,84.0,7,5,2,1,0,0,0,1
63,1,102.9,12,3,4,3,0,0,0,1
19,0,65.0,11,14,2,0,1,0,0,1
165,0,94.5,7,8,4,2,0,3,0,0
94,0,80.75,5,2,3,3,1,0,0,1
96,0,76.93,4,10,4,2,2,3,0,1
259,3,73.41,12,28,4,5,2,0,1,1
30,0,88.4,3,4,4,2,0,0,0,1
144,0,123.3,10,25,4,5,0,0,3,0
6,0,58.4,10,1,3,3,2,0,0,1
123,1,114.69,9,18,4,4,2,0,3,1
261,0,65.49,7,27,4,5,2,0,0,0
72,0,76.5,7,22,4,5,2,0,0,0
75,0,78.15,3,21,4,1,1,0,1,1
110,0,108.3,7,11,4,2,1,0,0,1
81,0,85.0,9,5,3,5,1,0,0,1
4,0,95.0,5,9,3,2,1,0,0,1
41,0,72.38,2,18,4,3,0,0,1,1
25,2,126.48,11,10,4,3,1,0,3,1
42,1,158.4,9,27,4,2,0,0,3,1
88,0,56.94,2,29,4,3,1,0,0,0
0,1,161.0,5,20,4,1,0,0,0,1
19,0,191.0,8,14,4,1,2,0,3,0
183,0,123.3,10,28,4,2,2,0,3,0
73,2,88.0,11,25,4,2,0,3,0,1
52,1,92.28,5,15,4,2,2,0,0,1
21,1,37.07,11,5,3,3,0,0,0,1
73,1,126.9,6,9,4,2,0,0,0,1
64,1,154.1,8,6,4,1,1,0,0,1
9,1,140.0,10,27,4,3,2,0,0,1
156,0,151.2,10,6,4,3,0,0,3,0
95,0,103.5,6,29,4,4,0,3,0,0
76,0,207.9,8,13,4,1,0,0,5,0
28,2,277.0,7,20,4,1,0,1,5,1
116,1,101.58,4,28,4,3,1,0,3,0
38,0,109.8,9,2,4,1,0,0,0,1
5,1,136.0,4,21,4,3,0,0,3,1
62,0,75.0,11,20,3,3,2,0,0,1
5,0,65.0,5,10,2,1,0,0,0,1
11,1,129.75,7,25,4,2,1,0,0,1
20,0,107.0,10,4,4,4,2,0,0,1
7,2,90.0,8,26,4,4,0,0,0,1
95,0,60.5,12,29,3,4,0,0,3,1
132,0,100.3,12,8,4,5,2,0,0,0
151,0,71.0,1,19,3,4,0,0,0,1
16,1,31.0,2,26,2,1,0,0,0,1
49,0,106.25,5,19,3,5,2,1,0,1
3,0,119.0,4,28,4,1,0,3,0,1
61,2,89.25,10,28,4,2,0,0,0,1
95,1,38.67,3,22,3,3,0,0,0,1
45,1,152.1,9,15,4,1,0,0,0,1
186,0,121.5,8,3,4,2,0,0,0,0
57,0,105.25,4,22,4,5,2,0,4,1
185,0,103.5,12,16,4,2,1,0,3,1
44,0,100.0,10,28,3,2,0,0,0,1
0,0,79.0,2,15,4,0,1,3,0,1
28,1,117.0,9,12,4,1,2,0,0,0
26,2,123.0,11,17,4,2,0,0,3,1
42,2,112.0,11,4,3,2,1,0,0,1
6,0,85.0,4,3,3,2,2,3,0,1
146,1,202.5,10,19,4,4,1,1,3,0
18,1,92.4,6,13,4,4,1,0,0,1
26,1,139.0,10,16,4,4,2,0,0,1
145,1,142.2,7,23,4,1,1,0,0,1
0,0,96.67,9,9,4,1,0,3,0,1
109,1,159.3,6,21,4,2,0,0,0,1
43,2,79.48,11,12,4,2,2,3,0,1
4,0,82.0,1,10,4,0,1,0,0,1
243,2,116.45,10,30,4,3,2,0,0,0
2,1,78.5,1,16,4,1,0,3,0,1
